"Id","Token","WeekStart","WeekEnd","Tipo","Prioridad","Titulo","Descripcion","ImpactoEsperado","MejoraEstimada","Detalles","EmpleadosInvolucrados","WorkstationsAfectadas","DiasAfectados","AccionesConcretas","Implementada","FechaImplementacion","CreatedAt","IsPostAi"
"2e292a40-b3b8-4a06-8e4c-783953003cc8","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,ALTA,Reforzar cobertura en AYUDANTE COCINA,Se detectaron 182 gaps en AYUDANTE COCINA esta semana. Considerar contratar personal adicional o capacitar empleados existentes.,"[""COBERTURA""]",30.00,"{""gaps_detectados"": 182}","[]","[""AYUDANTE COCINA""]","[]","[""Publicar vacante para AYUDANTE COCINA (tiempo parcial o completo)"", ""Identificar empleados que puedan capacitarse en AYUDANTE COCINA"", ""Revisar si la demanda de AYUDANTE COCINA está sobreestimada""]",false,,2026-03-15 16:54:19.619,true
"9e989ac1-dd0e-4750-9b4a-058bf00ada0c","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CAPACITAR_EMPLEADO,ALTA,Programa de capacitación cruzada necesario,Se detectaron 45966 bloqueos por falta de skill. Implementar programa de capacitación cruzada.,"[""COBERTURA"", ""EQUIDAD""]",25.00,"{""bloqueos_por_skill"": 45966}","[]","[]","[]","[""Identificar los puestos con mayor déficit de personal capacitado"", ""Seleccionar empleados con potencial para capacitación cruzada"", ""Programar sesiones de entrenamiento en horarios de baja demanda""]",false,,2026-03-15 16:54:19.619,true
"54c5899d-16ab-4f79-bd6a-b630456bc7a9","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,REDISTRIBUIR_CARGA,ALTA,Redistribuir carga de trabajo,Hay 9 empleados con carga superior al 130% del promedio (15.6h). Redistribuir para evitar burnout.,"[""EQUIDAD"", ""CUMPLIMIENTO""]",15.00,"{""sobrecargados"": [""DANIEL ESTEBAN VASQUEZ SERNA"", ""RONY ALEXIS RIVAS TURCIOS"", ""JESUS MARIA ALVAREZ HOLGADO"", ""ARTEM DEHTIAR"", ""NAOMI ITZEL ROJO MORENO"", ""IULIANA SIMONA RANESCU"", ""JOSE DANIEL NAVAS LOPEZ"", ""ARSENIO SAMUEL WILSON RUIZ"", ""OLMAN MANUEL AVILA SOLORZANO""], ""promedio_minutos"": 935.0}","[""DANIEL ESTEBAN VASQUEZ SERNA"", ""RONY ALEXIS RIVAS TURCIOS"", ""JESUS MARIA ALVAREZ HOLGADO"", ""ARTEM DEHTIAR"", ""NAOMI ITZEL ROJO MORENO""]","[]","[]","[""Revisar asignaciones de empleados sobrecargados"", ""Reasignar turnos a empleados subutilizados"", ""Verificar cumplimiento de horas máximas legales""]",false,,2026-03-15 16:54:19.619,true
bed2c7dd-261e-4e0f-bf61-a2e7c5f199ae,"2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,ALTA,Cobertura por debajo del objetivo,La cobertura está en 64.7%. Se recomienda reforzar la plantilla.,"[""COBERTURA""]",15.00,"{""coverage_score"": 64.74495217853348}","[]","[]","[]","[""Analizar gaps y determinar puestos prioritarios"", ""Publicar vacantes o activar bolsa de trabajo""]",false,,2026-03-15 16:54:19.619,true
e7404d58-1e41-4c23-a27a-772f8e6c872d,"2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,MEDIA,Reforzar cobertura en AYUDANTE CIERRE COCINA,Se detectaron 4 gaps en AYUDANTE CIERRE COCINA esta semana. Considerar contratar personal adicional o capacitar empleados existentes.,"[""COBERTURA""]",12.00,"{""gaps_detectados"": 4}","[]","[""AYUDANTE CIERRE COCINA""]","[]","[""Publicar vacante para AYUDANTE CIERRE COCINA (tiempo parcial o completo)"", ""Identificar empleados que puedan capacitarse en AYUDANTE CIERRE COCINA"", ""Revisar si la demanda de AYUDANTE CIERRE COCINA está sobreestimada""]",false,,2026-03-15 16:54:19.619,true
"536efefe-7d6a-4401-a9a8-e2f95505a18c","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,MEDIA,Reforzar cobertura en APERTURA COCINA,Se detectaron 4 gaps en APERTURA COCINA esta semana. Considerar contratar personal adicional o capacitar empleados existentes.,"[""COBERTURA""]",12.00,"{""gaps_detectados"": 4}","[]","[""APERTURA COCINA""]","[]","[""Publicar vacante para APERTURA COCINA (tiempo parcial o completo)"", ""Identificar empleados que puedan capacitarse en APERTURA COCINA"", ""Revisar si la demanda de APERTURA COCINA está sobreestimada""]",false,,2026-03-15 16:54:19.619,true
d7ece541-2dda-4ff0-af61-fd457ded1b70,"2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,MEDIA,Reforzar cobertura en APERTURA BARRA,Se detectaron 4 gaps en APERTURA BARRA esta semana. Considerar contratar personal adicional o capacitar empleados existentes.,"[""COBERTURA""]",12.00,"{""gaps_detectados"": 4}","[]","[""APERTURA BARRA""]","[]","[""Publicar vacante para APERTURA BARRA (tiempo parcial o completo)"", ""Identificar empleados que puedan capacitarse en APERTURA BARRA"", ""Revisar si la demanda de APERTURA BARRA está sobreestimada""]",false,,2026-03-15 16:54:19.619,true
eb05f174-8d22-4d3b-944e-7f07bf65302a,"2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,CONTRATAR_PERSONAL,MEDIA,Reforzar cobertura en ENLACE,Se detectaron 3 gaps en ENLACE esta semana. Considerar contratar personal adicional o capacitar empleados existentes.,"[""COBERTURA""]",9.00,"{""gaps_detectados"": 3}","[]","[""ENLACE""]","[]","[""Publicar vacante para ENLACE (tiempo parcial o completo)"", ""Identificar empleados que puedan capacitarse en ENLACE"", ""Revisar si la demanda de ENLACE está sobreestimada""]",false,,2026-03-15 16:54:19.619,true
"8d63cb24-4154-424a-8401-a44ec44f7ae0","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,AJUSTAR_VENTANA,MEDIA,Revisar ventanas de disponibilidad,Se detectaron 417 gaps porque los empleados no están disponibles en esos horarios.,"[""COBERTURA""]",20.00,"{""bloqueos_por_ventana"": 417}","[]","[]","[]","[""Revisar UserShifts y ventanas de disponibilidad configuradas"", ""Negociar con empleados extensión de horarios disponibles"", ""Contratar personal con disponibilidad en horarios descubiertos""]",false,,2026-03-15 16:54:19.619,true
"1ae1783e-3c43-43de-97b4-e4be5105a857","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,AJUSTAR_DEMANDA,MEDIA,Revisar demanda en horario 12:00,Se concentran 98 gaps alrededor de las 12:00. Revisar si la demanda es correcta o ajustar turnos.,"[""COBERTURA""]",10.00,"{""hora_pico"": ""12:00"", ""gaps_en_hora"": 98}","[]","[]","[]","[""Verificar demanda real a las 12:00 con datos históricos"", ""Ajustar hora de inicio/fin de turnos para cubrir este horario"", ""Considerar turno específico para cubrir pico""]",false,,2026-03-15 16:54:19.619,true
"62dd9a6d-941e-45f5-a921-e9dac7bedf7d","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,REDISTRIBUIR_CARGA,MEDIA,Aprovechar capacidad disponible,Hay 16 empleados con carga inferior al 70% del promedio. Considerar asignarles más turnos.,"[""EQUIDAD"", ""COBERTURA""]",10.00,"{""subutilizados"": [""ANGEL HEYDER DAZA RENDON"", ""MARIA JOSE ZALACAIN ITURRIOZ"", ""FELIX MACARENO LARRAÑAGA"", ""LAYDA ISABEL IDROVO PARRA"", ""ENEKO SARASOLA USANDIZAGA"", ""MELVIN ARIEL PEÑALO DE LA PAZ"", ""CRISTIANO SIQUEIRA DOS SANTOS"", ""MATEO PÉREZ CALDERÓN"", ""DIANA ANGELINA ACOSTA RAMOS"", ""MELANIA ANACONA JIMENEZ"", ""SANDRA YAMILETH RODRÍGUEZ RODAS"", ""MISAKI XXX"", ""KARIN NOHEMY RODRIGUEZ RODAS"", ""IGNACIO ZAMORA SÁNCHEZ"", ""DIANA JECKELINE ALBAN CAGUA"", ""AHMED ECH CHATBI ECH CHATBI""]}","[""ANGEL HEYDER DAZA RENDON"", ""MARIA JOSE ZALACAIN ITURRIOZ"", ""FELIX MACARENO LARRAÑAGA"", ""LAYDA ISABEL IDROVO PARRA"", ""ENEKO SARASOLA USANDIZAGA""]","[]","[]","[""Verificar disponibilidad real de estos empleados"", ""Asignar turnos adicionales donde hay gaps"", ""Revisar si hay restricciones que limitan su asignación""]",false,,2026-03-15 16:54:19.619,true
c5984808-5706-4d55-b68a-1f798e7c4ea9,"2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,REDISTRIBUIR_CARGA,MEDIA,Distribución de horas desigual,El score de equidad es 0.0%. La carga de trabajo no está bien distribuida.,"[""EQUIDAD""]",10.00,"{""fairness_score"": 0.0}","[]","[]","[]","[""Revisar asignación de empleados con más/menos horas"", ""Balancear turnos entre empleados similares"", ""Verificar que no haya favoritismos en la asignación""]",false,,2026-03-15 16:54:19.619,true
"10d35e18-f393-470a-99a0-2225e616971c","2026-12-07|ai|61804f5a",2026-12-07,2026-12-13,RELAJAR_REGLA,MEDIA,Revisar configuración de reglas,El score de cumplimiento de reglas es 0.0%. Algunas restricciones pueden estar muy ajustadas.,"[""CUMPLIMIENTO""]",8.00,"{""rules_score"": 0.0}","[]","[]","[]","[""Revisar reglas que generan más conflictos"", ""Evaluar si algunas restricciones pueden relajarse"", ""Verificar configuración de descansos y máximos""]",false,,2026-03-15 16:54:19.619,true
